"ID","OFFICECODE","OFFICENAME","OFFICETYPEID","EMAIL","MOBILENO","TELEPHONENUMBER","WEBADDRESS","ISACTIVE","CREATEDDATE","CREATEDBY","MODIFIEDDATE","MODIFIEDBY","DELETEDBY","ISDELETED","PROFESSIONALTAX","DELETEDDATE","PARENTOFFICEID","DICOFFICETYPEID","BANKNAME","BANKACCOUNTNO","IFSCCODE","BRANCHNAME"
874,"2109","KENDRIYA VIDYALAYA OF NALANDA",,"","","","",1,,"",,"","",0,"",,1790,6,"","","",""
875,"2125","KENDRIYA VIDYALAYA ARARIA",,"","","","",1,,"",,"","",0,"",,1790,6,"","","",""
876,"2145","KENDRIYA VIDYALAYA SHEOHAR",,"","","","",1,,"",,"","",0,"",,1790,6,"","","",""
877,"2242","KENDRIYA VIDYALAYA AURANGABAD",,"","","","",1,,"",,"","",0,"",,1790,6,"","","",""
878,"2243","KENDRIYA VIDYALAYA HARNAUT",,"","","","",1,,"",,"","",0,"",,1790,6,"","","",""
879,"2244","KENDRIYA VIDYALAYA CRPF JHAPHAN",,"","","","",1,,"",,"","",0,"",,1790,6,"","","",""
880,"2258","KENDRIYA VIDYALAYA CAST WHEEL PLANT BELA",,"","","","",1,,"",,"","",0,"",,1790,6,"","","",""
881,"2265","KENDRIYA VIDYALAYA MAHARAJGANJ",,"","","","",1,,"",,"","",0,"",,1790,6,"","","",""
882,"2291","KENDRIYA VIDYALAYA SASARAM",,"","","","",1,,"",,"","",0,"",,1790,6,"","","",""
883,"2302","KENDRIYA VIDYALAYA JHAJHA",,"","","","",1,,"",,"","",0,"",,1790,6,"","","",""
884,"2378","KENDRIYA VIDYALAYA NABINAGAR NPGCL",,"","","","",1,,"",,"","",0,"",,1790,6,"","","",""
885,"2424","KENDRIYA VIDYALAYA IIT PATNA",,"","","","",1,,"",,"","",0,"",,1790,6,"","","",""
455,"1037","KENDRIYA VIDYALAYA Silvassa",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
456,"1404","KENDRIYA VIDYALAYA ANDREWS GANJ",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
457,"1405","KENDRIYA VIDYALAYA (AFS) ARJANGARH",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
458,"1406","KENDRIYA VIDYALAYA NTPC BADARPUR",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
459,"1407","KENDRIYA VIDYALAYA (AFS) BAWANA",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
460,"1408","KENDRIYA VIDYALAYA (BSF) CHHAWALA CAMP",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
461,"1409","KENDRIYA VIDYALAYA CANTT NO.I DELHI",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
462,"1410","KENDRIYA VIDYALAYA NO.II DELHI CANTT",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
463,"1411","KENDRIYA VIDYALAYA No. III DELHI CANTT",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
464,"1412","KENDRIYA VIDYALAYA NO. IV DELHI CANTT KANDHAR LINES",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
465,"1413","KENDRIYA VIDYALAYA SECTOR 5 DWARKA",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
466,"1417","KENDRIYA VIDYALAYA GOLE MARKET",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
467,"1423","KENDRIYA VIDYALAYA INA COLONY",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
468,"1424","KENDRIYA VIDYALAYA JANAKPURI",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
469,"1425","KENDRIYA VIDYALAYA (CRPF) JHARODA KALAN",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
470,"1426","KENDRIYA VIDYALAYA LAWRANCE ROAD KESHAVPURAM",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
471,"1427","KENDRIYA VIDYALAYA MASJID MOTH",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
472,"1428","KENDRIYA VIDYALAYA NARELA",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
473,"1429","KENDRIYA VIDYALAYA NEW FRIENDS CENTRE VIGYAN VIHAR",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
474,"1430","KENDRIYA VIDYALAYA NEW MEHRAULI ROAD JNU",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
475,"1432","KENDRIYA VIDYALAYA PAPANKALAN (SPG) DWARKA",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
476,"1433","KENDRIYA VIDYALAYA PASCHIM VIHAR",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
477,"1434","KENDRIYA VIDYALAYA PITAMPURA",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
478,"1435","KENDRIYA VIDYALAYA PRAGATIVIHAR",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
479,"1436","KENDRIYA VIDYALAYA PUSHP VIHAR SAKET",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
480,"1437","KENDRIYA VIDYALAYA SECTOR II R.K. PURAM",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
481,"1438","KENDRIYA VIDYALAYA SECTOR IV R.K. PURAM",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
482,"1439","KENDRIYA VIDYALAYA SECTOR VIII R.K. PURAM",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
483,"1440","KENDRIYA VIDYALAYA (AFS)RAJOKARI",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
484,"1441","KENDRIYA VIDYALAYA RANGPURI",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
485,"1442","KENDRIYA VIDYALAYA SECTOR- III ROHINI",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
486,"1443","KENDRIYA VIDYALAYA SECTOR-VIII ROHINI",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
487,"1444","KENDRIYA VIDYALAYA SECTOR 22 ROHINI",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
488,"1445","KENDRIYA VIDYALAYA SECTOR 25 ROHINI",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
489,"1446","KENDRIYA VIDYALAYA SAINIK VIHAR",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
490,"1447","KENDRIYA VIDYALAYA SHALIMAR BAGH",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
491,"1448","KENDRIYA VIDYALAYA TAGORE GARDEN",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
492,"1449","KENDRIYA VIDYALAYA (AFS) TUGHLAKABAD",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
493,"1450","KENDRIYA VIDYALAYA VASANT KUNJ",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
494,"1451","KENDRIYA VIDYALAYA VIKASPURI",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
495,"2102","KENDRIYA VIDYALAYA SECTOR 12 DWARKA",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
496,"2211","KENDRIYA VIDYALAYA KHICHARIPUR DELHI.",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
497,"2263","KENDRIYA VIDYALAYA SHAKURBASTI",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
498,"2282","KENDRIYA VIDYALAYA SECTOR 28 ROHINI",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
499,"2336","KENDRIYA VIDYALAYA SHAHADARA",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
500,"2397","KENDRIYA VIDYALAYA DR. RAJENDRA PRASAD",,"","","","",1,,"",,"","",0,"",,1779,6,"","","",""
501,"1066","KENDRIYA VIDYALAYA BAMBOLIM CAMP",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
502,"1067","KENDRIYA VIDYALAYA (INS)MANDOVI",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
503,"1068","KENDRIYA VIDYALAYA PONDA",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
504,"1069","KENDRIYA VIDYALAYA NO.I VASCO-DA-GAMA",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
505,"1070","KENDRIYA VIDYALAYA NO.II VASCO-DA-GAMA",,"","","","",1,,"",,"","",0,"",,1789,6,"","","",""
506,"1002","KENDRIYA VIDYALAYA AHMEDABAD CANTT",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
507,"1003","KENDRIYA VIDYALAYA No. I M.R. CAMPUS AHMEDABAD",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
508,"1004","KENDRIYA VIDYALAYA ONGC CHANDKHEDA",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
509,"1005","KENDRIYA VIDYALAYA SABARMATI",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
510,"1006","KENDRIYA VIDYALAYA ONGC ANKLESHWAR",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
511,"1007","KENDRIYA VIDYLAYA NO.I BARODA",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
512,"1008","KENDRIYA VIDYALAYA NO.II BARODA",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
513,"1009","KENDRIYA VIDYALAYA NO.III (AFS) BARODA",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
514,"1010","KENDRIYA VIDYALAYA NO. IV BARODA",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
515,"1011","KENDRIYA VIDYALAYA BHAVNAGAR PARA",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
516,"1012","KENDRIYA VIDYLAYA AFS NO.I BHUJ",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
517,"1013","KENDRIYA VIDYALAYA NO.II BHUJ CANTT.",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
518,"1014","KENDRIYA VIDYALAYA ONGC CAMBEY",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
519,"1015","KENDRIYA VIDYALAYA BSF DANTIWADA",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
520,"1016","KENDRIYA VIDYALAYA DHARANGANDHRA",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
521,"1018","KENDRIYA VIDYALAYA DWARKA",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
522,"1019","KENDRIYA VIDYALAYA IFFCO GANDHIDHAM",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
523,"1020","KENDRIYA VIDYALAYA RLY. COLONY GANDHIDHAM",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
524,"1021","KENDRIYA VIDYALAYA CRPF GANDHINAGAR",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
525,"1022","KENDRIYA VIDYALAYA No. III GANDHINAGAR CANTT",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
526,"1023","KENDRIYA VIDYALAYA No. I GANDHINAGAR",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
527,"1024","KENDRIYA VIDYALAYA HIMMAT NAGAR",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
528,"1025","KENDRIYA VIDYALAYA NO.I AFS JAMNAGAR",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
529,"1026","KENDRIYA VIDYALAYA NO.II JAMNAGAR",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
530,"1027","KENDRIYA VIDYALAYA NO.III (AF) JAMNAGAR",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
531,"1028","KENDRIYA VIDYALAYA AFS SAMANA",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
532,"1029","KENDRIYA VIDYALAYA INS VALSURA",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
533,"1030","KENDRIYA VIDYALAYA JETPUR",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
534,"1031","KENRIYA VIDYALAYA JUNAGARH",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
535,"1032","KENDRIYA VIDYALAYA ONGC MEHSANA",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
536,"1033","KENDRIYA VIDYALAYA AFS NALIYA",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
537,"1034","KENDRIYA VIDYALAYA OKHA",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
538,"1035","KENDRIYA VIDYALAYA PORBANDER",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
539,"1038","KENRIYA VIDYALAYA NO.I SURAT",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
540,"1039","KENDRIYA VIDYALAYA HAJIRA NO.II SURAT",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
541,"1040","KENDRIYA VIDYALAYA ONGC NO.III SURAT",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
542,"1041","KENDRIYA VIDYALAYA V V NAGAR",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
543,"1042","KENDRIYA VIDYALAYA VIRAMGAON",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
544,"1043","KENDRIYA VIDYALAYA AFS WADSAR",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
545,"2085","KENDRIYA VIDYALAYA GODHRA",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
546,"2194","KENDRIYA VIDYALAYA AFS DARJEEPURA",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
547,"2195","KENDRIYA VIDYALAYA DAHOD",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
548,"2371","KENDRIYA VIDYALAYA PATAN",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
549,"2445","KENDRIYA VIDYALAYA DPA GANDHIDHAM",,"","","","",1,,"",,"","",0,"",,1772,6,"","","",""
550,"1290","KENDRIYA VIDYALAYA NO.I AMBALA CANTT",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
551,"1291","KENDRIYA VIDYALAYA NO.II AMBALA CANTT.",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
552,"1292","KENDRIYA VIDYALAYA NO.III AMBALA CANTT.",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
553,"1293","KENDRIYA VIDYALAYA NO.IV AMBALA CANTT.",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
554,"1294","KENDRIYA VIDYALAYA ITBP RAMGARH AMBALA",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
555,"1306","KENDRIYA VIDYALAYA NO.I CHANDIMANDIR",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
283,"X001","School Ventakagiri",1,"kvs@gmail.com","2423423421","","www.res.co.oim",0,29-JAN-25,"EMP00849",,"","",1,"1231231244",30-JAN-25,,6,"","","",""
556,"1307","KENDRIYA VIDYALAYA NO.II CHANDIMANDIR",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
557,"1317","KENDRIYA VIDYALAYA HARSINGPURA",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
558,"1318","KENDRIYA VIDYALAYA HISSAR CANTT",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
559,"1320","KENDRIYA VIDYALAYA JHAJJAR",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
560,"1323","KENDRIYA VIDYALAYA KARNAL",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
561,"1327","KENDRIYA VIDYALAYA MANDI",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
562,"1330","KENDRIYA VIDYALAYA NAHARA",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
563,"1333","KENDRIYA VIDYALAYA PALUWAS",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
564,"1338","KENDRIYA VIDYALAYA (CRPF) PINJORE",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
565,"1340","KENDRIYA VIDYALAYA ROHTAK",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
566,"1344","KENDRIYA VIDYALAYA (AFS) NO.I SIRSA",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
567,"1345","KENDRIYA VIDYALAYA No. II SIRSA",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
568,"1414","KENDRIYA VIDYALAYA NO.I FARIDABAD",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
569,"1415","KENDRIYA VIDYALAYA No.II FARIDABAD",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
570,"1416","KENDRIYA VIDYALAYA NO.III FARIDABAD",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
571,"1418","KENDRIYA VIDYALAYA (AFS) NO. I GURGAON",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
572,"1420","KENDRIYA VIDYALAYA SOHNA ROAD NO.II GURGAON",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
573,"1454","KENDRIYA VIDYALAYA (NSG)MANESAR",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
574,"1456","KENDRIYA VIDYALAYA PALWAL",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
575,"1457","KENDRIYA VIDYALAYA RAGHUNATHPURA (NARNAUL)",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
576,"1458","KENDRIYA VIDYALAYA REWARI",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
577,"2235","KENDRIYA VIDYALAYA BHAKLI",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
578,"2322","KENDRIYA VIDYALAYA MATHANA",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
579,"2330","KEDRIYA VIDYALAYA BUDAYAN JIND",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
580,"2346","KENDRIYA VIDYALAYA MATANHAIL",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
581,"2347","KENDRIYA VIDYALAYA FATEHABAD",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
582,"2370","KENDRIYA VIDYALAYA SAMALKHA BEHOLI",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
583,"2404","KENDRIYA VIDYALAYA CRPF KADARPUR",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
584,"2400","KENDRIYA VIDYALAYA GC CRPF SONEPAT",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
585,"2439","KENDRIYA VIDYALAYA BILASPUR",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
586,"1316","KENDRIYA VIDYALAYA HAMIRPUR",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
587,"1324","KENDRIYA VIDYALAYA (AFS) KASAULI",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
588,"1325","KENDRIYA VIDYALAYA SUBATHU",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
589,"1326","KENDRIYA VIDYALAYA SAINJ",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
590,"1329","KENDRIYA VIDYALAYA NADAUN (HP)",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
591,"1331","KENDRIYA VIDYALAYA NALETI",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
592,"1332","KENDRIYA VIDYALAYA PALAMPUR",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
593,"1339","KENDRIYA VIDYALAYA RECONG PEO",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
594,"1341","KENDRIYA VIDYALAYA ITBP SARHAN",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
595,"1342","KENDRIYA VIDYALAYA JUTOGH",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
596,"1343","KENDRIYA VIDYALAYA SHIMLA",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
597,"1346","KENDRIYA VIDYALAYA YOL CANTT",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
598,"1649","KENDRIYA VIDYALAYA ALHILAL",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
599,"1656","KENDRIYA VIDYALAYA BAKLOH",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
600,"1658","KENDRIYA VIDYALAYA NHPC DALHOUSIE CANTT BANIKHET",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
601,"1661","KENDRIYA VIDYALAYA BHANALA",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
602,"1662","KENDRIYA VIDYALAYA NHPC NO.I HEP CHAMERA",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
603,"1663","KENDRIYA VIDYALAYA NO. II CHAMERA",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
604,"1666","KENDRIYA VIDYALAYA DHARAMSHALA CANTT",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
605,"2075","KENDRIYA VIDYALAYA KEYLONG LAHAUL SPITI",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
606,"2214","KENDRIYA VIDYALAYA BANGANA",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
607,"2276","KENDRIYA VIDYALAYA GHUMARWIN",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
608,"2296","KENDRIYA VIDYALAYA (SANTOKHGARH) SALOH",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
609,"2331","KENDRIYA VIDYALAYA SANDHOL",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
610,"2444","KENDRIYA VIDYALAYA DHARAMPUR",,"","","","",1,,"",,"","",0,"",,1781,6,"","","",""
611,"1647","KENDRIYA VIDYALAYA NO.I AKHNOOR",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
612,"1648","KENDRIYA VIDYALAYA NO.II AKHNOOR",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
613,"1654","KENDRIYA VIDYALAYA AFS AWANTIPURA",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
614,"1655","KENDRIYA VIDYALAYA BADARWAH",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
615,"1657","KENDRIYA VIDYALAYA (BSF) BANDIPUR",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
616,"1659","KENDRIYA VIDYALAYA BARAMULA",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
617,"1660","KENDRIYA VIDYALAYA BASOLI (LAKHANPUR)",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
618,"1664","KENDRIYA VIDYALAYA CHENANI",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
619,"1668","KENDRIYA VIDYALAYA HIRANAGAR",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
620,"1674","KENDRIYA VIDYALAYA (CRPF) BANTALAB",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
621,"1675","KENDRIYA VIDYALAYA DHAMANA",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
622,"1676","KENDRIYA VIDYALAYA NO.I GANDHI NAGAR (JAMMU)",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
623,"1677","KENDRIYA VIDYALAYA NO.II JAMMU CANTT",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
624,"1678","KENDRIYA VIDYALAYA KALUCHAK",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
625,"1679","KENDRIYA VIDYALAYA MIRAN SAHIB",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
626,"1680","KENDRIYA VIDYALAYA NAGROTA",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
627,"1681","KENDRIYA VIDYALAYA JINDRAH",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
628,"1682","KENDRIYA VIDYALAYA (SHEP) JYOTIPURAM",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
629,"1683","KENDRIYA VIDYALAYA KARGIL",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
630,"1684","KENDRIYA VIDYALAYA KATHUA",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
631,"1685","KENDRIYA VIDYALAYA KISHTWAR",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
632,"1686","KENDRIYA VIDYALAYA LEH",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
633,"1688","KENDRIYA VIDYALAYA NUBRA",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
634,"1689","KENDRIYA VIDYALAYA PAHALGAON",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
635,"1694","KENDRIYA VIDYALAYA (BSF) RAJOURI",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
636,"1695","KENDRIYA VIDYALAYA SAMBA",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
637,"1697","KENDRIYA VIDYALAYA No. I SRINAGAR",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
638,"1698","KENDRIYA VIDYALAYA (AFS) NO.II SRINAGAR",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
639,"1699","KENDRIYA VIDYALAYA BSF NO.III PANTHACHOWK SRINAGAR",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
640,"1700","KENDRIYA VIDYALAYA NO.I UDHAMPUR",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
641,"1701","KENDRIYA VIDYALAYA NO. II UDHAMPUR",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
642,"1702","KENDRIYA VIDYALAYA URI",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
643,"2157","KENDRIYA VIDYALAYA BSF SUNDERBANI",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
644,"2158","KENDRIYA VIDYALAYA BSF HUMHAMA",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
645,"2160","KENDRIYA VIDYALAYA AMINOO",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
646,"2278","KENDRIYA VIDYALAYA JOURIAN",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
647,"2334","KENDRIYA VIDYALAYA CENTRAL UNIVERISTY OF JAMMU",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
648,"2398","KENDRIYA VIDYALAYA DODA JODHPUR",,"","","","",1,,"",,"","",0,"",,1786,6,"","","",""
649,"1152","KENDRIYA VIDYALAYA NO.I BOKARO DBS CITY",,"","","","",1,,"",,"","",0,"",,1792,6,"","","",""
650,"1153","KENDRIYA VIDYALAYA (RLY) NO.III BOKARO",,"","","","",1,,"",,"","",0,"",,1792,6,"","","",""
651,"1154","KENDRIYA VIDYALAYA (THERMAL) BOKARO",,"","","","",1,,"",,"","",0,"",,1792,6,"","","",""
652,"1158","KENDRIYA VIDYALAYA CHAKRADHARPUR",,"","","","",1,,"",,"","",0,"",,1792,6,"","","",""
653,"1159","KENDRIYA VIDYALAYA (CTBS) CHANDRAPURA",,"","","","",1,,"",,"","",0,"",,1792,6,"","","",""
654,"1163","KENDRIYA VIDYALAYA DHANBAD OLD DVS BUILDING",,"","","","",1,,"",,"","",0,"",,1792,6,"","","",""
655,"1164","KENDRIYA VIDYALAYA NO II DHANBAD",,"","","","",1,,"",,"","",0,"",,1792,6,"","","",""
656,"1166","KENDRIYA VIDYALAYA GOMOH",,"","","","",1,,"",,"","",0,"",,1792,6,"","","",""
657,"1168","KENDRIYA VIDYALAYA (BSF)HAZARIBAGH",,"","","","",1,,"",,"","",0,"",,1792,6,"","","",""
658,"1172","KENDRIYA VIDYALAYA(DVC)MAITHAN DAM",,"","","","",1,,"",,"","",0,"",,1792,6,"","","",""
